3
Insert(-183.92,Value0)
Insert(260.89,Value49217)
Insert(-39.41,Value49218)
Insert(-0.69,Value49219)
Insert(114.85,Value49220)
Insert(-310.86,Value49221)
Insert(218.71,Value49222)
Insert(-48.29,Value49223)
Insert(206.11,Value49224)
Insert(2.84,Value49225)
Insert(67.85,Value49226)
Insert(-430.92,Value49227)
Insert(-464.51,Value49228)
Insert(160.59,Value49229)
Insert(-326.75,Value49230)
Insert(-194.27,Value49231)
Insert(-439.72,Value49232)
Insert(-49.48,Value49233)
Insert(186.25,Value49234)
Insert(32.22,Value49235)
Insert(-22.07,Value49236)
Insert(-408.72,Value49237)
Insert(0.74,Value49238)
Insert(-363.89,Value49239)
Insert(-454.09,Value49240)
Insert(-185.77,Value49241)
Insert(187.57,Value49242)
Insert(-88.44,Value49243)
Insert(-141.1,Value49244)
Insert(-476.01,Value49245)
Insert(428.43,Value49246)
Insert(-178.87,Value49247)
Insert(-216.92,Value49248)
Insert(131.43,Value49249)
Insert(-355.16,Value49250)
Insert(457.03,Value49251)
Insert(-228.42,Value49252)
Insert(173.33,Value49253)
Insert(359.45,Value49254)
Insert(-37.28,Value49255)
Insert(-16.49,Value49256)
Insert(135.96,Value49257)
Insert(-232.97,Value49258)
Insert(-151.14,Value49259)
Insert(287.32,Value49260)
Insert(465.47,Value49261)
Insert(461.02,Value49262)
Insert(-415.84,Value49263)
Insert(147.4,Value49264)
Insert(-437.16,Value49265)
Insert(-467.38,Value49266)
Insert(121.22,Value49267)
Insert(133.09,Value49268)
Insert(-434.87,Value49269)
Insert(-31.02,Value49270)
Insert(-460.95,Value49271)
Insert(362.45,Value49272)
Insert(392.46,Value49273)
Insert(120.16,Value49274)
Insert(101.32,Value49275)
Insert(200.01,Value49276)
Insert(284.54,Value49277)
Insert(-187.73,Value49278)
Insert(325.8,Value49279)
Insert(-159.31,Value49280)
Insert(-265.62,Value49281)
Insert(469.76,Value49282)
Insert(-445.39,Value49283)
Insert(429.67,Value49284)
Insert(-323.56,Value49285)
Insert(306.28,Value49286)
Insert(423.73,Value49287)
Insert(389.59,Value49288)
Insert(410.21,Value49289)
Insert(-234.09,Value49290)
Insert(-180.03,Value49291)
Insert(425.12,Value49292)
Insert(34.12,Value49293)
Insert(408.43,Value49294)
Insert(483.47,Value49295)
Insert(-195.14,Value49296)
Insert(-418.23,Value49297)
Insert(8.97,Value49298)
Insert(233.88,Value49299)
Insert(-342.95,Value49300)
Insert(-163.07,Value49301)
Insert(-215.93,Value49302)
Insert(183.43,Value49303)
Insert(-296.51,Value49304)
Insert(-55.66,Value49305)
Insert(81.13,Value49306)
Insert(-303.77,Value49307)
Insert(-317.65,Value49308)
Insert(444.36,Value49309)
Insert(-46.98,Value49310)
Insert(485.65,Value49311)
Insert(-496.69,Value49312)
Insert(-383.58,Value49313)
Insert(378.31,Value49314)
Insert(-166.85,Value49315)
Insert(96.81,Value49316)
Insert(155.64,Value49317)
Insert(233.71,Value49318)
Insert(-81.92,Value49319)
Insert(-220.87,Value49320)
Insert(161.94,Value49321)
Insert(-21.71,Value49322)
Insert(-39.79,Value49323)
Insert(-479.73,Value49324)
Insert(199.21,Value49325)
Insert(35.16,Value49326)
Insert(-115.07,Value49327)
Insert(140.29,Value49328)
Insert(76.86,Value49329)
Insert(38.93,Value49330)
Insert(-90.55,Value49331)
Insert(310.84,Value49332)
Insert(-305.39,Value49333)
Insert(261.09,Value49334)
Insert(425.73,Value49335)
Insert(19.23,Value49336)
Insert(429.01,Value49337)
Insert(202.74,Value49338)
Insert(198.53,Value49339)
Insert(-223.63,Value49340)
Insert(87.45,Value49341)
Insert(-461.62,Value49342)
Insert(-30.54,Value49343)
Insert(-44.34,Value49344)
Insert(238.91,Value49345)
Insert(-96.35,Value49346)
Insert(-325.67,Value49347)
Insert(271.09,Value49348)
Insert(125.24,Value49349)
Insert(-137.67,Value49350)
Insert(321.83,Value49351)
Insert(-222.18,Value49352)
Insert(30.09,Value49353)
Insert(194.87,Value49354)
Insert(-126.82,Value49355)
Insert(331.53,Value49356)
Insert(-463.48,Value49357)
Insert(103.13,Value49358)
Insert(296.26,Value49359)
Insert(-36.72,Value49360)
Insert(410.07,Value49361)
Insert(54.69,Value49362)
Insert(160.27,Value49363)
Insert(-24.26,Value49364)
Insert(95.86,Value49365)
Insert(-132.02,Value49366)
Insert(380.27,Value49367)
Insert(-238.51,Value49368)
Insert(-146.62,Value49369)
Insert(-220.39,Value49370)
Insert(-243.27,Value49371)
Insert(431.93,Value49372)
Insert(-465.13,Value49373)
Insert(-243.94,Value49374)
Insert(165.18,Value49375)
Insert(-485.51,Value49376)
Insert(6.55,Value49377)
Insert(-167.11,Value49378)
Insert(-375.15,Value49379)
Insert(375.99,Value49380)
Insert(465.56,Value49381)
Insert(-3.88,Value49382)
Insert(228.84,Value49383)
Insert(-92.32,Value49384)
Insert(152.38,Value49385)
Insert(-109.02,Value49386)
Insert(73.54,Value49387)
Insert(-407.54,Value49388)
Insert(488.08,Value49389)
Insert(-392.43,Value49390)
Insert(-124.84,Value49391)
Insert(219.83,Value49392)
Insert(-259.84,Value49393)
Insert(349.57,Value49394)
Insert(-93.47,Value49395)
Insert(-109.33,Value49396)
Insert(351.77,Value49397)
Insert(-284.14,Value49398)
Insert(390.66,Value49399)
Insert(-454.97,Value49400)
Insert(62.69,Value49401)
Insert(286.37,Value49402)
Insert(-338.15,Value49403)
Insert(-330.51,Value49404)
Insert(444.41,Value49405)
Insert(-198.43,Value49406)
Insert(481.97,Value49407)
Insert(440.59,Value49408)
Insert(413.66,Value49409)
Insert(-64.14,Value49410)
Insert(-277.26,Value49411)
Insert(127.51,Value49412)
Insert(-106.63,Value49413)
Insert(-352.17,Value49414)
Insert(9.43,Value49415)
Insert(289.49,Value49416)
Insert(-371.85,Value49417)
Insert(78.99,Value49418)
Insert(497.44,Value49419)
Insert(-210.66,Value49420)
Insert(-478.89,Value49421)
Insert(108.82,Value49422)
Insert(-86.31,Value49423)
Insert(-484.31,Value49424)
Insert(-352.95,Value49425)
Insert(-359.21,Value49426)
Insert(306.29,Value49427)
Insert(-429.75,Value49428)
Insert(381.87,Value49429)
Insert(-387.17,Value49430)
Insert(435.21,Value49431)
Insert(-319.79,Value49432)
Insert(-286.96,Value49433)
Insert(-432.42,Value49434)
Insert(-306.7,Value49435)
Insert(70.15,Value49436)
Insert(-320.11,Value49437)
Insert(-317.2,Value49438)
Insert(-104.13,Value49439)
Insert(120.25,Value49440)
Insert(310.67,Value49441)
Insert(-172.44,Value49442)
Insert(-449.33,Value49443)
Insert(402.82,Value49444)
Insert(448.04,Value49445)
Insert(38.67,Value49446)
Insert(-123.91,Value49447)
Insert(-385.73,Value49448)
Insert(-195.26,Value49449)
Insert(-171.25,Value49450)
Insert(-329.15,Value49451)
Insert(-302.13,Value49452)
Insert(-77.38,Value49453)
Insert(189.25,Value49454)
Insert(-77.95,Value49455)
Insert(254.68,Value49456)
Insert(43.33,Value49457)
Insert(325.56,Value49458)
Insert(385.15,Value49459)
Insert(385.81,Value49460)
Insert(297.86,Value49461)
Insert(-424.71,Value49462)
Insert(-439.11,Value49463)
Insert(333.55,Value49464)
Insert(-213.54,Value49465)
Insert(-278.28,Value49466)
Insert(-181.05,Value49467)
Insert(-449.32,Value49468)
Insert(-12.47,Value49469)
Insert(176.58,Value49470)
Insert(-166.16,Value49471)
Insert(76.03,Value49472)
Insert(228.38,Value49473)
Insert(480.43,Value49474)
Insert(497.53,Value49475)
Insert(129.12,Value49476)
Insert(33.13,Value49477)
Insert(-475.64,Value49478)
Insert(-438.95,Value49479)
Insert(-32.64,Value49480)
Insert(444.95,Value49481)
Insert(455.26,Value49482)
Insert(262.36,Value49483)
Insert(88.11,Value49484)
Insert(-229.98,Value49485)
Insert(-310.25,Value49486)
Insert(-172.52,Value49487)
Insert(340.82,Value49488)
Insert(150.92,Value49489)
Insert(345.49,Value49490)
Insert(-454.47,Value49491)
Insert(-26.89,Value49492)
Insert(-233.34,Value49493)
Insert(-9.01,Value49494)
Insert(445.35,Value49495)
Insert(205.77,Value49496)
Insert(-27.47,Value49497)
Insert(96.35,Value49498)
Insert(-67.96,Value49499)
Insert(-427.23,Value49500)
Insert(184.48,Value49501)
Insert(364.14,Value49502)
Insert(-150.42,Value49503)
Insert(352.78,Value49504)
Insert(-71.55,Value49505)
Insert(381.92,Value49506)
Insert(138.16,Value49507)
Insert(-143.83,Value49508)
Insert(246.41,Value49509)
Insert(-368.89,Value49510)
Insert(339.29,Value49511)
Insert(-476.22,Value49512)
Insert(-51.16,Value49513)
Insert(-41.96,Value49514)
Insert(-456.47,Value49515)
Insert(-135.71,Value49516)
Insert(-25.89,Value49517)
Insert(259.68,Value49518)
Insert(-340.14,Value49519)
Insert(221.24,Value49520)
Insert(-288.09,Value49521)
Insert(278.94,Value49522)
Insert(-330.54,Value49523)
Insert(238.77,Value49524)
Insert(264.99,Value49525)
Insert(-135.06,Value49526)
Insert(108.74,Value49527)
Insert(-360.91,Value49528)
Insert(393.95,Value49529)
Insert(-245.43,Value49530)
Insert(-271.28,Value49531)
Insert(-365.89,Value49532)
Insert(-390.88,Value49533)
Insert(-168.65,Value49534)
Insert(406.27,Value49535)
Insert(4.88,Value49536)
Insert(-486.21,Value49537)
Insert(-276.16,Value49538)
Insert(-26.47,Value49539)
Insert(190.17,Value49540)
Insert(-90.99,Value49541)
Insert(156.63,Value49542)
Insert(-408.55,Value49543)
Insert(-172.91,Value49544)
Insert(-439.51,Value49545)
Insert(-297.37,Value49546)
Insert(233.89,Value49547)
Insert(-262.94,Value49548)
Insert(-323.67,Value49549)
Insert(174.12,Value49550)
Insert(362.87,Value49551)
Insert(473.98,Value49552)
Insert(149.92,Value49553)
Insert(312.77,Value49554)
Insert(472.25,Value49555)
Insert(290.79,Value49556)
Insert(440.65,Value49557)
Insert(-85.84,Value49558)
Insert(-202.02,Value49559)
Insert(55.36,Value49560)
Insert(481.96,Value49561)
Insert(-126.25,Value49562)
Insert(-325.83,Value49563)
Insert(210.17,Value49564)
Insert(-295.43,Value49565)
Insert(-175.01,Value49566)
Insert(-40.55,Value49567)
Insert(380.99,Value49568)
Insert(-7.31,Value49569)
Insert(477.36,Value49570)
Insert(456.62,Value49571)
Insert(316.41,Value49572)
Insert(-403.73,Value49573)
Insert(-397.37,Value49574)
Insert(-333.37,Value49575)
Insert(-267.14,Value49576)
Insert(-414.14,Value49577)
Insert(-480.57,Value49578)
Insert(-344.53,Value49579)
Insert(-100.69,Value49580)
Insert(-11.42,Value49581)
Insert(14.16,Value49582)
Insert(-372.63,Value49583)
Insert(-175.15,Value49584)
Insert(364.77,Value49585)
Insert(-124.66,Value49586)
Insert(118.43,Value49587)
Insert(18.69,Value49588)
Insert(-272.07,Value49589)
Insert(493.52,Value49590)
Insert(-345.96,Value49591)
Insert(308.29,Value49592)
Insert(-170.85,Value49593)
Insert(397.46,Value49594)
Insert(363.96,Value49595)
Insert(-339.81,Value49596)
Insert(217.68,Value49597)
Insert(-158.83,Value49598)
Insert(-198.82,Value49599)
Insert(-458.22,Value49600)
Insert(-116.52,Value49601)
Insert(-23.49,Value49602)
Insert(327.38,Value49603)
Insert(-101.71,Value49604)
Insert(-355.22,Value49605)
Insert(-296.49,Value49606)
Insert(-451.55,Value49607)
Insert(-306.62,Value49608)
Insert(467.54,Value49609)
Insert(-9.71,Value49610)
Insert(429.91,Value49611)
Insert(-403.67,Value49612)
Insert(330.31,Value49613)
Insert(142.07,Value49614)
Insert(283.74,Value49615)
Insert(-297.91,Value49616)
Insert(401.09,Value49617)
Insert(320.99,Value49618)
Insert(74.28,Value49619)
Insert(-260.76,Value49620)
Insert(231.36,Value49621)
Insert(-56.67,Value49622)
Insert(270.64,Value49623)
Insert(-267.13,Value49624)
Insert(-492.76,Value49625)
Insert(-450.75,Value49626)
Insert(-316.81,Value49627)
Insert(-178.67,Value49628)
Insert(-455.87,Value49629)
Insert(-360.42,Value49630)
Insert(276.15,Value49631)
Insert(-145.97,Value49632)
Insert(-437.41,Value49633)
Insert(-26.86,Value49634)
Insert(14.57,Value49635)
Insert(451.79,Value49636)
Insert(-116.56,Value49637)
Insert(172.98,Value49638)
Insert(185.65,Value49639)
Insert(-114.44,Value49640)
Insert(-352.67,Value49641)
Insert(-206.01,Value49642)
Insert(255.34,Value49643)
Insert(325.07,Value49644)
Insert(379.79,Value49645)
Insert(-107.91,Value49646)
Insert(-490.34,Value49647)
Insert(154.4,Value49648)
Insert(391.13,Value49649)
Insert(86.95,Value49650)
Insert(-461.41,Value49651)
Insert(477.47,Value49652)
Insert(489.19,Value49653)
Insert(136.63,Value49654)
Insert(-48.45,Value49655)
Insert(-451.54,Value49656)
Insert(-139.4,Value49657)
Insert(-205.91,Value49658)
Insert(-39.96,Value49659)
Insert(389.54,Value49660)
Insert(-141.48,Value49661)
Insert(102.86,Value49662)
Insert(13.84,Value49663)
Insert(-431.26,Value49664)
Insert(86.13,Value49665)
Insert(-353.95,Value49666)
Insert(-261.43,Value49667)
Insert(166.75,Value49668)
Insert(-225.71,Value49669)
Insert(338.17,Value49670)
Insert(344.84,Value49671)
Insert(422.36,Value49672)
Insert(5.89,Value49673)
Insert(-61.63,Value49674)
Insert(267.88,Value49675)
Insert(-497.69,Value49676)
Insert(-389.75,Value49677)
Insert(385.74,Value49678)
Insert(339.79,Value49679)
Insert(150.64,Value49680)
Insert(273.35,Value49681)
Insert(313.89,Value49682)
Insert(-102.81,Value49683)
Insert(144.82,Value49684)
Insert(-263.2,Value49685)
Insert(-281.41,Value49686)
Insert(-322.51,Value49687)
Insert(366.83,Value49688)
Insert(-480.54,Value49689)
Insert(-75.13,Value49690)
Insert(165.62,Value49691)
Insert(-384.12,Value49692)
Insert(-193.57,Value49693)
Insert(-405.39,Value49694)
Insert(439.45,Value49695)
Insert(-452.66,Value49696)
Insert(314.11,Value49697)
Insert(405.22,Value49698)
Insert(-453.89,Value49699)
Insert(-468.77,Value49700)
Insert(-251.66,Value49701)
Insert(146.64,Value49702)
Insert(380.57,Value49703)
Insert(299.71,Value49704)
Insert(-316.64,Value49705)
Insert(-48.44,Value49706)
Insert(135.73,Value49707)
Insert(-411.66,Value49708)
Insert(-216.28,Value49709)
Insert(-486.63,Value49710)
Insert(-124.95,Value49711)
Insert(437.73,Value49712)
Insert(-32.21,Value49713)
Insert(348.55,Value49714)
Insert(423.49,Value49715)
Insert(-438.36,Value49716)
Insert(-479.34,Value49717)
Insert(87.22,Value49718)
Insert(-435.78,Value49719)
Insert(140.55,Value49720)
Insert(-157.59,Value49721)
Insert(132.09,Value49722)
Insert(-111.31,Value49723)
Insert(-240.04,Value49724)
Insert(333.94,Value49725)
Insert(-304.25,Value49726)
Insert(-311.65,Value49727)
Insert(-485.81,Value49728)
Insert(72.72,Value49729)
Insert(68.53,Value49730)
Insert(20.77,Value49731)
Insert(156.41,Value49732)
Insert(-119.79,Value49733)
Insert(308.55,Value49734)
Insert(352.31,Value49735)
Insert(-477.89,Value49736)
Insert(-103.41,Value49737)
Insert(-462.45,Value49738)
Insert(377.09,Value49739)
Insert(-156.4,Value49740)
Insert(157.88,Value49741)
Insert(-120.95,Value49742)
Insert(-483.14,Value49743)
Insert(317.85,Value49744)
Insert(321.35,Value49745)
Insert(242.04,Value49746)
Insert(-259.17,Value49747)
Insert(35.84,Value49748)
Insert(-400.65,Value49749)
Insert(314.56,Value49750)
Insert(192.53,Value49751)
Insert(-109.99,Value49752)
Insert(-322.83,Value49753)
Insert(150.99,Value49754)
Insert(-474.23,Value49755)
Insert(158.27,Value49756)
Insert(-79.41,Value49757)
Insert(-160.33,Value49758)
Insert(-370.05,Value49759)
Insert(-437.72,Value49760)
Insert(-452.12,Value49761)
Insert(-60.31,Value49762)
Insert(202.42,Value49763)
Insert(50.87,Value49764)
Insert(-279.94,Value49765)
Insert(235.38,Value49766)
Insert(-320.59,Value49767)
Insert(-454.42,Value49768)
Insert(-376.35,Value49769)
Insert(-329.29,Value49770)
Insert(-342.76,Value49771)
Insert(389.15,Value49772)
Insert(297.42,Value49773)
Insert(-2.15,Value49774)
Insert(453.17,Value49775)
Insert(-124.15,Value49776)
Insert(-294.85,Value49777)
Insert(230.26,Value49778)
Insert(228.69,Value49779)
Insert(316.73,Value49780)
Insert(-307.85,Value49781)
Insert(255.71,Value49782)
Insert(-254.98,Value49783)
Insert(4.68,Value49784)
Insert(183.21,Value49785)
Insert(435.41,Value49786)
Insert(179.08,Value49787)
Insert(-304.14,Value49788)
Insert(-33.67,Value49789)
Insert(111.73,Value49790)
Insert(296.87,Value49791)
Insert(412.95,Value49792)
Insert(234.08,Value49793)
Insert(469.95,Value49794)
Insert(-150.07,Value49795)
Insert(-146.57,Value49796)
Insert(454.77,Value49797)
Insert(-0.06,Value49798)
Insert(207.95,Value49799)
Insert(-222.42,Value49800)
Insert(-417.34,Value49801)
Insert(473.87,Value49802)
Insert(144.68,Value49803)
Insert(-10.44,Value49804)
Insert(99.26,Value49805)
Insert(129.23,Value49806)
Insert(-153.11,Value49807)
Insert(-284.97,Value49808)
Insert(384.94,Value49809)
Insert(-283.75,Value49810)
Insert(-49.17,Value49811)
Insert(-47.45,Value49812)
Insert(52.77,Value49813)
Insert(-340.97,Value49814)
Insert(323.29,Value49815)
Insert(343.23,Value49816)
Insert(-190.88,Value49817)
Insert(235.24,Value49818)
Insert(-176.33,Value49819)
Insert(290.57,Value49820)
Insert(180.66,Value49821)
Insert(-315.34,Value49822)
Insert(80.57,Value49823)
Insert(-87.79,Value49824)
Insert(462.97,Value49825)
Insert(63.28,Value49826)
Insert(13.94,Value49827)
Insert(-77.45,Value49828)
Insert(243.86,Value49829)
Insert(114.69,Value49830)
Insert(239.98,Value49831)
Insert(-389.87,Value49832)
Insert(-410.29,Value49833)
Insert(-251.28,Value49834)
Insert(218.72,Value49835)
Insert(290.53,Value49836)
Insert(262.28,Value49837)
Insert(-101.24,Value49838)
Insert(198.79,Value49839)
Insert(-289.33,Value49840)
Insert(-181.53,Value49841)
Insert(391.31,Value49842)
Insert(110.84,Value49843)
Insert(427.66,Value49844)
Insert(-211.06,Value49845)
Insert(-315.69,Value49846)
Insert(262.56,Value49847)
Insert(-41.27,Value49848)
Insert(59.01,Value49849)
Insert(13.01,Value49850)
Insert(27.02,Value49851)
Insert(-89.33,Value49852)
Insert(228.87,Value49853)
Insert(398.82,Value49854)
Insert(-167.94,Value49855)
Insert(30.26,Value49856)
Insert(380.44,Value49857)
Insert(-217.85,Value49858)
Insert(-92.19,Value49859)
Insert(398.35,Value49860)
Insert(-342.55,Value49861)
Insert(-60.54,Value49862)
Insert(-248.97,Value49863)
Insert(330.96,Value49864)
Insert(49.82,Value49865)
Insert(-358.87,Value49866)
Insert(-408.48,Value49867)
Insert(442.81,Value49868)
Insert(377.89,Value49869)
Insert(-74.28,Value49870)
Insert(24.97,Value49871)
Insert(280.49,Value49872)
Insert(175.06,Value49873)
Insert(-404.19,Value49874)
Insert(273.39,Value49875)
Insert(248.88,Value49876)
Insert(-173.74,Value49877)
Insert(-484.62,Value49878)
Insert(353.68,Value49879)
Insert(378.79,Value49880)
Insert(358.75,Value49881)
Insert(-463.56,Value49882)
Insert(-374.85,Value49883)
Insert(15.07,Value49884)
Insert(-97.15,Value49885)
Insert(-7.05,Value49886)
Insert(227.87,Value49887)
Insert(181.47,Value49888)
Insert(280.26,Value49889)
Insert(242.71,Value49890)
Insert(494.88,Value49891)
Insert(-489.78,Value49892)
Insert(324.32,Value49893)
Insert(496.84,Value49894)
Insert(96.94,Value49895)
Insert(260.88,Value49896)
Insert(391.89,Value49897)
Insert(-271.67,Value49898)
Insert(-444.55,Value49899)
Insert(-48.38,Value49900)
Insert(-431.12,Value49901)
